"lang" 
{ 
	"Language" "czech" 
	"Tokens" 
	{
		"Citadel_Dashboard_BuildVersion"	"Build {d:buildNumber} – {s:buildTime}"
		"Sandbox_Tutorial_Controls_Attack"			"<span class='keybind'>{s:iv_attack}</span>"
		"Sandbox_Tutorial_Controls_Zoom"			"<span class='keybind'>{s:iv_attack2}</span>"
		"Sandbox_Tutorial_Controls_Reload"			"<span class='keybind'>{s:key_reload}</span>"
		"Sandbox_Tutorial_Controls_Dash"			"<span class='keybind'>{s:key_innate_1}</span>"
		"Sandbox_Tutorial_Controls_Mantle"			"<span class='keybind'>Podrž {s:in_mantle}</span>"
		"Sandbox_Tutorial_Controls_Mantle_desc"		"Šplhání<br><span class='footnote'>(na libovolný objekt)</span>"


		"Sandbox_Tutorial_Controls_task_Move"			"Směrové pohyby"
		"Sandbox_Tutorial_Controls_task_Jump"			"Skákání"
		"Sandbox_Tutorial_Controls_task_Attack"			"Střílení"
		"Sandbox_Tutorial_Controls_task_Zoom"			"Míření"
		"Sandbox_Tutorial_Controls_task_Reload"			"Přebíjení"
		"Sandbox_Tutorial_Controls_task_Dash"			"Výpady"

		"Sandbox_Tutorial_Step_1"					"1. krok z 6"
		"Sandbox_Tutorial_Step_2"					"2. krok z 6"
		"Sandbox_Tutorial_Step_3"					"3. krok z 6"
		"Sandbox_Tutorial_Step_4"					"4. krok z 6"		
		"Sandbox_Tutorial_Step_5"					"5. krok z 6"
		"Sandbox_Tutorial_Step_6"					"6. krok z 6"

		"Sandbox_Tutorial_Unlock_Abilities"			"Odemkni své schopnosti"
		"Sandbox_Tutorial_Unlock_Abilities_desc"	"Podrž [<span class='keybind'>{s:key_extra_info}</span>] pro odemčení jednotlivých schopností."

		"Sandbox_Tutorial_Abilities"				"Vyzkoušej své schopnosti"
		"Sandbox_Tutorial_Abilities_desc"			"Stiskem [<span class='keybind'>{s:in_ability1}</span>], [<span class='keybind'>{s:in_ability2}</span>], [<span class='keybind'>{s:in_ability3}</span>] a [<span class='keybind'>{s:in_ability4}</span>] sešli své schopnosti."

		"Sandbox_Tutorial_Upgrades"					"Vylepši své schopnosti"
		"Sandbox_Tutorial_Upgrades_desc"			"Podrž [<span class='keybind'>{s:key_extra_info}</span>] a pomocí bodů schopností vylepši své schopnosti."

		"Sandbox_Tutorial_Zipline"					"Svez se po dráze"
		"Sandbox_Tutorial_Zipline_desc"				"Podrž <span class='keybind'>{s:in_mantle}</span> a naskoč na dráhu. Z dráhy pak seskočíš stiskem <span class='keybind'>{s:in_mantle}</span>."

		"Sandbox_Tutorial_Mods"						"Zakup si předměty"
		"Sandbox_Tutorial_Mods_desc"				"Najdi obchod a prohlédni si jeho nabídku. Pár předmětů si zakup."

		//"Sandbox_Tutorial_Completed"				"Sandbox Completed"
		//"Sandbox_Tutorial_Completed_desc"			"Feel free to play around more. When you’re done, leave Sandbox and start Lane Training."

		"BrowseItems_Title"							"Všechny předměty"
		"BrowseItems_Desc"							"Projdi si kompletní katalog předmětů dostupných v obchodu a připrav se na další zápas!"
		
		"CreateBuilds_Title"						"Vytvoření buildu pro hrdinu {s:hero_name}"
		"CreateBuilds_Desc"							"Vyber předměty v obchodu a přidej je mezi doporučené."

		"AbilityButtonHint_Activate"				"Aktivovat"
		"AbilityButtonHint_Detonate"				"Odpálit"
		"AbilityButtonHint_EruptWall"				"Vytvořit zeď"
		"AbilityButtonHint_CancelWall"				"Zničit zeď"
		//"AbilityButtonHint_CastShadowRedemption"	"Resurrect with Shadow Redemption"
		"AbilityButtonHint_StopLifeDrain"			"Zastavit"
		"AbilityButtonHint_SpeedBoost"				"Zrychlit"
		"AbilityButtonHint_GuidedArrowSpeed"		"Zrychlit"
		"AbilityButtonHint_GuidedArrowRelease"		"Odpálit"
		"AbilityButtonHint_MoveUp"					"Vystoupat výš"
		"AbilityButtonHint_MoveDown"				"Klesnout níž"
		"AbilityButtonHint_FlyUp"					"Vyletět výš"
		"AbilityButtonHint_FlyDown"					"Sletět níž"
		"AbilityButtonHint_DropIdol"				"Upustit urnu"
		"AbilityButtonHint_RollingGooAccelerate"	"Zrychlit"
		"AbilityButtonHint_RollingGooJump"			"Vyskočit"
		"AbilityButtonHint_RollingGooCancel"		"Zrušit"
		"AbilityButtonHint_Throw"					"Hodit"
		"AbilityButtonHint_Deploy"					"Vyhodit"
		"AbilityButtonHint_Teleport"				"Teleportovat se"
		"AbilityButtonHint_HoldToSelfCast"			"Podržení: Seslat na sebe"
		"AbilityButtonHint_DoubleTapToSelfCast"		"Dvojitý stisk: Seslat na sebe"
		"AbilityButtonHint_ModifierKeyToSelfCast"	"Seslat na sebe"
		"AbilityButtonHint_SelectThenSelfCastButton" "Seslat na sebe"
		"AbilityButtonHint_Deselect"				"Zrušit výběr"
		"AbilityButtonHint_CastOnTarget"			"Seslat na cíl"
		"AbilityButtonHint_ZipLineBoost"			"<span class=\"AbilityName\">Zrychlit jízdu po dráze</span> <span class=\"Countdown\">{s:ability_cooldown}</span>"
		"AbilityButtonHint_LightningCrashDive"		"Dopadnout"
		"AbilityButtonHint_CancelIceDome"				"Zničit kupoli"
		"AbilityButtonHint_GrabTarget"				"Popadnout cíl"
		"AbilityButtonHint_DropTarget"				"Upustit spojence"
		"AbilityButtonHint_HatTrickFire"			"Hodit"
		"AbilityButtonHint_HatTrickCancel"			"Přivolat"
		"AbilityButtonHint_MeleeRejuvinator"		"Silný úder pro sebrání kamene života"
		"AbilityButtonHint_ClimbRope"				"Podržení: Vyšplhat po laně"

		"AbilityButtonHint_HoldToAltVoidSphere"			"Podržení: Zahrnout spojence"
		"AbilityButtonHint_DoubleTapAltVoidSphere"		"Dvojitý stisk: Zahrnout spojence"
		"AbilityButtonHint_ModifierKeyAltVoidSphere"	"Zahrnout spojence"
		"AbilityButtonHint_SelectThenAltVoidSphere"		"Zahrnout spojence"

		//-----------------------------------------------------------------------------
		// Guided Bot Match
		//-----------------------------------------------------------------------------
		"GuidedBotMatch_KeepPlaying"				"Pokračovat v hraní"
		"GuidedBotMatch_Finish"						"Dokončit"
		"GuidedBotMatch_Concluded"					"Strážce padl! Teď můžeš skočit do opravdového zápasu nebo si vyzkoušet další hrdiny."
		"GuidedBotMatch_Start"						"Zahájit"


		//-----------------------------------------------------------------------------
		// START Chat
		//-----------------------------------------------------------------------------

		"citadel_chatmessage"					"{s:target} {s:persona}: {s:message}"
		"citadel_purchasemessage"				"<span class=\"ChatTarget\">{s:target} <span class=\"ChatPersona\"><span class=\"{s:player_color_class}\">{s:persona}</span></span></span> <span class=\"{s:purchaseText}\">{s:soldOrPurchasedText}</span> <span class=\"{s:message_color_class}\">{s:message}</span>"
		"citadel_ping_wheel_message"			"{s:message}"
	
		"citadel_ping_wheel_disabled_while_dead"				"Nelze použít, když jsi mrtvý"
		"citadel_all_chat_label_prefix"							"[VŠICHNI] "
		"citadel_chatwheel_label_Care"							"Opatrně"
		"citadel_chatwheel_message_Care"						"Opatrně!"
		"citadel_chatwheel_label_BRB"							"Hned jsem zpátky"
		"citadel_chatwheel_message_BRB"							"Hned jsem zpátky!"
		"citadel_chatwheel_label_Stun"							"Omračte ho"
		"citadel_chatwheel_message_Stun"						"Omračte ho!"
		"citadel_chatwheel_label_Help"							"Potřebuji pomoc"
		"citadel_chatwheel_message_Help"						"Potřebuji pomoc!"
		"citadel_chatwheel_message_Help_yellow"					"Potřebuji pomoc na žluté!"
		"citadel_chatwheel_message_Help_blue"					"Potřebuji pomoc na modré!"
		"citadel_chatwheel_message_Help_purple"					"Potřebuji pomoc na fialové!"
		"citadel_chatwheel_message_Help_orange"					"Potřebuji pomoc na oranžové!"


		"citadel_chatwheel_label_Push"							"Zaútočte na lince"
		"citadel_chatwheel_message_Push"						"Zaútočte!"
		"citadel_chatwheel_push_yellow"							"Zaútočte na žluté"
		"citadel_chatwheel_push_blue"							"Zaútočte na modré"
		"citadel_chatwheel_push_orange"							"Zaútočte na oranžové"
		"citadel_chatwheel_push_purple"							"Zaútočte na fialové"

		"citadel_chatwheel_label_Missing"						"Chybí"
		"citadel_chatwheel_message_Missing"						"Chybí!"
		"citadel_chatwheel_label_GoodJob"						"Dobrá práce"
		"citadel_chatwheel_message_GoodJob"						"Dobrá práce!"
		"citadel_chatwheel_label_thanks"						"Díky"
		"citadel_chatwheel_message_thanks"						"Díky!"
		"citadel_chatwheel_label_Go"							"Jděte"
		"citadel_chatwheel_message_Go"							"Jděte!"
		"citadel_chatwheel_label_OMW"							"Jsem na cestě"
		"citadel_chatwheel_message_OMW"							"Jsem na cestě!"
		"citadel_chat_placeholder"								"(VŠICHNI):"
		"citadel_chat_placeholder_team"							"(SPOJENCI):"
		"citadel_chat_placeholder_spec_team"					"(DIVÁCI):"
		"citadel_chatwheel_label_missing_hero"					"Chybí"
		"citadel_chatwheel_message_missing_hero"				"{s:param_1} chybí"
		"citadel_chatwheel_label_missing_yellow"				"Chybí žlutá"
		"citadel_chatwheel_message_missing_yellow"				"Chybí žlutá!"
		"citadel_chatwheel_label_missing_blue"					"Chybí modrá"
		"citadel_chatwheel_message_missing_blue"				"Chybí modrá!"
		"citadel_chatwheel_label_missing_orange"				"Chybí oranžová"
		"citadel_chatwheel_message_missing_orange"				"Chybí oranžová!"
		"citadel_chatwheel_label_missing_purple"				"Chybí fialová"
		"citadel_chatwheel_message_missing_purple"				"Chybí fialová!"
		"citadel_chatwheel_label_lets_go_here"					"Pojďte sem"
		"citadel_chatwheel_label_headed_this_way"				"Mířím tímto směrem"
		"citadel_chatwheel_label_see_enemy"						"Tady je nepřítel"
		"citadel_chatwheel_label_GetBack"						"Stáhněte se"
		"citadel_chatwheel_message_GetBack"						"Stáhněte se!"
		//"citadel_chatwheel_label_placeholder"					""
		"citadel_chatwheel_label_cancel"						"Zrušit"
		//"citadel_chatwheel_label_respond"						"Respond 'On My Way'"
		"citadel_chatwheel_label_retreat"						"Stáhněte se"
		"citadel_chatwheel_label_follow_me"						"Následujte mě"
		"citadel_chatwheel_label_Headed_Blue"					"{s:hero_name} míří na modrou"
		"citadel_chatwheel_label_Headed_Yellow"					"{s:hero_name} míří na žlutou"
		"citadel_chatwheel_label_Headed_Purple"					"{s:hero_name} míří na fialovou"
		"citadel_chatwheel_label_Headed_Orange"					"{s:hero_name} míří na oranžovou"
		//"citadel_chatwheel_label_Stun_Hero"						"Stun {s:hero_name}"
		//"citadel_chatwheel_label_Attack_Hero"					"Attack {s:hero_name}"
		"citadel_chatwheel_label_ImBack"						"Jsem zpět"
		"citadel_chatwheel_message_ImBack"						"Jsem zpět"
		"citadel_chatwheel_label_GoingIn"						"Jdu tam"
		"citadel_chatwheel_message_GoingIn"						"Jdu tam!"
		"citadel_chatwheel_label_StayTogether"					"Držte se u sebe"
		"citadel_chatwheel_message_StayTogether"				"Držte se u sebe"
		"citadel_chatwheel_label_Yes"							"Ano!"
		"citadel_chatwheel_message_Yes"							"Rozumím!"
		"citadel_chatwheel_label_No"							"Ne!"
		"citadel_chatwheel_message_No"							"Ne!"
		//"citadel_chatwheel_label_HoldUp"						"Wait/Hold Up"
		//"citadel_chatwheel_message_HoldUp"						"Wait {s:param_1}"
		//"citadel_chatwheel_label_GoodGame"						"Good Game"
		//"citadel_chatwheel_message_GoodGame"					"Good Game!"
		"citadel_chatwheel_label_thanksGameOver"				"Díky"
		"citadel_chatwheel_message_thanksGameOver"				"Díky!"
		//"citadel_chatwheel_label_WellPlayed"					"Well <br>Played"
		//"citadel_chatwheel_message_WellPlayed"					"Well Played!"
		"citadel_chatwheel_label_GoodJobGameOver"				"Dobrá práce"
		"citadel_chatwheel_message_GoodJobGameOver"				"Dobrá práce!"
		//"citadel_chatwheel_label_PregameEnemy"					"Taunt {s:hero_name}"
		//"citadel_chatwheel_message_PregameEnemy"				"Taunt {s:hero_name}"
		//"citadel_chatwheel_label_PregameTeammate"				"Praise {s:hero_name}"
		//"citadel_chatwheel_message_PregameTeammate"				"Praise {s:hero_name}"
		"citadel_chatwheel_label_Defend"						"Braňte linku..."
		"citadel_chatwheel_message_Defend"						"Braňte linku!"
		"citadel_chatwheel_message_Defend_Yellow"				"Braňte žlutou"
		"citadel_chatwheel_message_Defend_Blue"					"Braňte modrou"
		"citadel_chatwheel_message_Defend_Orange"				"Braňte oranžovou"
		"citadel_chatwheel_message_Defend_Purple"				"Braňte fialovou"
		"citadel_chatwheel_message_HeadedToYellow"				"Mířím na žlutou"
		"citadel_chatwheel_message_HeadedToBlue"				"Mířím na modrou"
		"citadel_chatwheel_message_HeadedToOrange"				"Mířím na oranžovou"
		"citadel_chatwheel_message_HeadedToPurple"				"Mířím na fialovou"
		"citadel_chatwheel_label_HeadedTo"						"Vracím se na základnu"
		"citadel_chatwheel_message_HeadedTo"					"Vracím se na základnu!"
		"citadel_chatwheel_message_HeadedToLane"				"Mířím na linku..."

		//"citadel_quick_response_cancel"							"Cancel Last Ping Message"
		//"citadel_quick_response_respond_onmyway_to_hero"		"Respond 'On my Way' to {s:hero_name}"
		//"citadel_quick_response_respond_onmyway"					"Respond 'On my Way'"

		// These are loc strings for ping response rules. Good for if we don't have VO for a response rule to show what the player would've said.
		"ping_headed_yellow"									"Mířím na žlutou"
		"ping_headed_blue"										"Mířím na modrou"
		"ping_headed_orange"									"Mířím na oranžovou"
		"ping_headed_purple"									"Mířím na fialovou"
		"headed_this_way"										"Mířím tímto směrem"
		"ping_defend"											"Braňte"
		"ping_defend_yellow"									"Braňte žlutou"
		"ping_defend_blue"										"Braňte modrou"
		"ping_defend_orange"									"Braňte oranžovou"
		"ping_defend_purple"									"Braňte fialovou"
		"ping_defend_base"										"Braňte základnu"
		"ping_yellow_help"										"Žlutá potřebuje pomoc"
		"ping_blue_help"										"Modrá potřebuje pomoc"
		"ping_orange_help"										"Oranžová potřebuje pomoc"
		"ping_purple_help"										"Fialová potřebuje pomoc"
		"ping_on_way"											"Jsem na cestě"
		"ping_nevermind"										"Zapomeňte na to"
		"ping_see"												"Vidím {s:param_1}"
		"ping_see_param_2"										" s {s:param_2} zdravím"
		"Ping_Low_Health"										"nízkým"
		"ping_lets_go_yellow"									"Pojďme na žlutou"
		"ping_lets_go_blue"										"Pojďme na modrou"
		"ping_lets_go_orange"									"Pojďme na oranžovou"
		"ping_lets_go_purple"									"Pojďme na fialovou"
		"ping_push_yellow"										"Zaútočme na žluté"
		"ping_push_blue"										"Zaútočme na modré"
		"ping_push_orange"										"Zaútočme na oranžové"
		"ping_push_purple"										"Zaútočme na fialové"
		"ping_missing_yellow"									"Chybí žlutá!"
		"ping_missing_blue"										"Chybí modrá!"
		"ping_missing_orange"									"Chybí oranžová!"
		"ping_missing_purple"									"Chybí fialová!"
		"ping_request_follow"									"Následujte mě"
		"ping_nice_work"										"To se povedlo"
		"ping_good_job"											"Dobrá práce"
		"ping_need_help_purple"									"Potřebuji pomoc na fialové"
		"ping_need_help_blue"									"Potřebuji pomoc na modré"
		"ping_need_help_yellow"									"Potřebuji pomoc na žluté"
		"ping_need_help_orange"									"Potřebuji pomoc na oranžové"
		"ping_retreat"											"Stáhněte se!"
		//"ping_careful"											"Careful {s:param_1}"
		"ping_thank_you"										"Děkujeme ti!"
		"ping_going_shop"										"Jdu do obchodu"
		"ping_right_back"										"Hned jsem zpátky"
		"ping_be_back"											"Hned jsem zpátky"
		//"_back_"												"{s:param_1} get back!"
		//"ping_attack_enemy_titan"								"Let's take their Patron"
		//"ping_titan_under"										"They're taking our Patron"
		//"ping_take_core"										"Let's take out their core"
		"headed_to_yellow"										"{s:param_1} míří na žlutou"
		"headed_to_blue"										"{s:param_1} míří na modrou"
		"headed_to_orange"										"{s:param_1} míří na oranžovou"
		"headed_to_purple"										"{s:param_1} míří na fialovou"
		//"ping_attack"											"Let's take out {s:param_1}"
		//"ping_stun"												"Stun {s:param_1}!"
		//"ping_jar_call"											"Spirit Jar is here!"
		//"ping_enemy_take_mid"									"They're taking mid!"
		//"ping_take_mid"											"Let's take mid!"
		//"ping_use_ability"										"{s:param_1} is ready!"
		//"not_ready"												"{s:param_1} is on cooldown for {s:param_2}s"
		//"ping_ability_ready"									"{s:param_1} is ready!"
		//"ping_ability_on_cooldown"								"{s:param_1} is on cooldown for {s:param_2}s"
		"ping_im_back"											"Jsem zpět!"
		"ping_going_in"											"Jdu tam!"
		"ping_stay_together"									"Držte se u sebe"
		"respond_yes"											"Ano!"
		"respond_no"											"Ne!"
		//"player_wait"											"Wait {s:param_1}"
		//"hold_up"												"Hold up {s:param_1}"
		"_missing_"												"{s:param_1} chybí"
		"ping_affermative_"										"Rozumím"
		//"top_of_garage"											"{s:param_1} is on top of the garage"
		//"under_garage"											"{s:param_1} is inside the garage"
		//"on_top_of_mid"											"{s:param_1} is on top of mid"
		//"in_mid"												"{s:param_1} inside mid"
		//"on_bridge"												"{s:param_1} is on the bridge"
		//"on_roof"												"{s:param_1} is on the roof"
		"ping_need_heal"										"Potřebuji vyléčit"
		"Citadel_Ping_HealMessage"								"Potřebuji vyléčit"
		//"ping_can_heal"											"I can heal you {s:param_1}"
		"Citadel_Ping_CanHealMessage"							"Mohu tě vyléčit"
		"ping_need_plan"										"Jaký je plán?"
		"ping_help_with_idol_label"								"Pomozte mi s urnou"
		"ping_help_with_idol_message"							"Pomozte mi odnést urnu"
		"ping_youre_welcome"									"Nemáš zač"
		"ping_sorry"											"Pardon"
